토지고유코드,소재지,데이터기준일
4211035030101430001,강원도 춘천시 서면 안보리 143-1,2026-03-11
4211035029103160004,강원도 춘천시 서면 당림리 316-4,2026-03-11
4211035030101430000,강원도 춘천시 서면 안보리 143,2026-03-11
4211040028106250014,강원도 춘천시 남산면 서천리 625-14,2026-03-11
4211040028106250003,강원도 춘천시 남산면 서천리 625-3,2026-03-11
4211040030101790014,강원도 춘천시 남산면 방하리 179-14,2026-03-11
4211040030101790015,강원도 춘천시 남산면 방하리 179-15,2026-03-11
4213035021115200013,강원도 원주시 부론면 법천리 1520-13,2026-03-11
4213035021115200014,강원도 원주시 부론면 법천리 1520-14,2026-03-11
4213035021111560000,강원도 원주시 부론면 법천리 1156,2026-03-11
4313038524105700000,충청북도 충주시 중앙탑면 장천리 570,2026-03-11
4182031023103310013,경기도 가평군 설악면 회곡리 331-13,2026-03-11
4146110400102830002,경기도 용인시 처인구 남동 283-2,2026-03-11
4146125323200870013,경기도 용인시 처인구 모현읍 초부리 산87-13,2026-03-11
4161025025101550019,경기도 광주시 오포읍 추자리 155-19,2026-03-11
4161025025101550011,경기도 광주시 오포읍 추자리 155-11,2026-03-11
4183035021105840002,경기도 양평군 서종면 문호리 584-2,2026-03-11
4183035021105840001,경기도 양평군 서종면 문호리 584-1,2026-03-11
4183035021105840010,경기도 양평군 서종면 문호리 584-10,2026-03-11
4183033027101230020,경기도 양평군 양서면 대심리 123-20,2026-03-11
4183033027101280007,경기도 양평군 양서면 대심리 128-7,2026-03-11
4183035021105840014,경기도 양평군 서종면 문호리 584-14,2026-03-11
4183035021105840004,경기도 양평군 서종면 문호리 584-4,2026-03-11
4183035021105840015,경기도 양평군 서종면 문호리 584-15,2026-03-11
4183031026100060025,경기도 양평군 강상면 세월리 6-25,2026-03-11
4211040028102870023,강원도 춘천시 남산면 서천리 287-23,2026-03-11
4211040028106390001,강원도 춘천시 남산면 서천리 639-1,2026-03-11
4211040028106380005,강원도 춘천시 남산면 서천리 638-5,2026-03-11
4211040028102870008,강원도 춘천시 남산면 서천리 287-8,2026-03-11
4211040027105270007,강원도 춘천시 남산면 강촌리 527-7,2026-03-11
4211040027105270011,강원도 춘천시 남산면 강촌리 527-11,2026-03-11
4211040027200850003,강원도 춘천시 남산면 강촌리 산85-3,2026-03-11
4211040027106990019,강원도 춘천시 남산면 강촌리 699-19,2026-03-11
4211040028106390003,강원도 춘천시 남산면 서천리 639-3,2026-03-11
4211040030103170000,강원도 춘천시 남산면 방하리 317,2026-03-11
4211035030101420003,강원도 춘천시 서면 안보리 142-3,2026-03-11
4211035030101570000,강원도 춘천시 서면 안보리 157,2026-03-11
4211035030101570005,강원도 춘천시 서면 안보리 157-5,2026-03-11
4211035030101200001,강원도 춘천시 서면 안보리 120-1,2026-03-11
4211040028105020000,강원도 춘천시 남산면 서천리 502,2026-03-11
4211040030103150000,강원도 춘천시 남산면 방하리 315,2026-03-11
4211040030103160000,강원도 춘천시 남산면 방하리 316,2026-03-11
4211035030106550000,강원도 춘천시 서면 안보리 655,2026-03-11
4211040027101680004,강원도 춘천시 남산면 강촌리 168-4,2026-03-11
4211035030101170000,강원도 춘천시 서면 안보리 117,2026-03-11
4211035030101420005,강원도 춘천시 서면 안보리 142-5,2026-03-11
4211040027105390004,강원도 춘천시 남산면 강촌리 539-4,2026-03-11
4211035030101190002,강원도 춘천시 서면 안보리 119-2,2026-03-11
4211040027105270010,강원도 춘천시 남산면 강촌리 527-10,2026-03-11
4211040028106850000,강원도 춘천시 남산면 서천리 685,2026-03-11
4211040027105330000,강원도 춘천시 남산면 강촌리 533,2026-03-11
4211040027105390005,강원도 춘천시 남산면 강촌리 539-5,2026-03-11
4211035030101370000,강원도 춘천시 서면 안보리 137,2026-03-11
4211035030101420004,강원도 춘천시 서면 안보리 142-4,2026-03-11
4211035030101380002,강원도 춘천시 서면 안보리 138-2,2026-03-11
4211035030107720001,강원도 춘천시 서면 안보리 772-1,2026-03-11
4211040028106390002,강원도 춘천시 남산면 서천리 639-2,2026-03-11
4211035030101380001,강원도 춘천시 서면 안보리 138-1,2026-03-11
4211035030101160003,강원도 춘천시 서면 안보리 116-3,2026-03-11
4211040027105280000,강원도 춘천시 남산면 강촌리 528,2026-03-11
4211040027105270009,강원도 춘천시 남산면 강촌리 527-9,2026-03-11
4211040027105300002,강원도 춘천시 남산면 강촌리 530-2,2026-03-11
4211040027105290000,강원도 춘천시 남산면 강촌리 529,2026-03-11
4211035030101190001,강원도 춘천시 서면 안보리 119-1,2026-03-11
4211040027105270008,강원도 춘천시 남산면 강촌리 527-8,2026-03-11
4211035030101150000,강원도 춘천시 서면 안보리 115,2026-03-11
4211040027106990018,강원도 춘천시 남산면 강촌리 699-18,2026-03-11
4211040030103770020,강원도 춘천시 남산면 방하리 377-20,2026-03-11
4211035030101370001,강원도 춘천시 서면 안보리 137-1,2026-03-11
4211040027200850004,강원도 춘천시 남산면 강촌리 산85-4,2026-03-11
4211040030103720012,강원도 춘천시 남산면 방하리 372-12,2026-03-11
4211040030103770001,강원도 춘천시 남산면 방하리 377-1,2026-03-11
4211040030103720013,강원도 춘천시 남산면 방하리 372-13,2026-03-11
4211040030103770019,강원도 춘천시 남산면 방하리 377-19,2026-03-11
4211040030103720011,강원도 춘천시 남산면 방하리 372-11,2026-03-11
4211040030103770022,강원도 춘천시 남산면 방하리 377-22,2026-03-11
4211040030103770003,강원도 춘천시 남산면 방하리 377-3,2026-03-11
4211040030103770012,강원도 춘천시 남산면 방하리 377-12,2026-03-11
4211040030103770021,강원도 춘천시 남산면 방하리 377-21,2026-03-11
4211040030103770011,강원도 춘천시 남산면 방하리 377-11,2026-03-11
4211040030103760001,강원도 춘천시 남산면 방하리 376-1,2026-03-11
4211040030103770002,강원도 춘천시 남산면 방하리 377-2,2026-03-11
4211040030103770015,강원도 춘천시 남산면 방하리 377-15,2026-03-11
4211040027105320000,강원도 춘천시 남산면 강촌리 532,2026-03-11
4211040027105300003,강원도 춘천시 남산면 강촌리 530-3,2026-03-11
4211040027105390001,강원도 춘천시 남산면 강촌리 539-1,2026-03-11
4211040027105390003,강원도 춘천시 남산면 강촌리 539-3,2026-03-11
4211040027105260000,강원도 춘천시 남산면 강촌리 526,2026-03-11
4211040027106990011,강원도 춘천시 남산면 강촌리 699-11,2026-03-11
4211040030100550001,강원도 춘천시 남산면 방하리 55-1,2026-03-11
4211040027105380001,강원도 춘천시 남산면 강촌리 538-1,2026-03-11
4211040028106160005,강원도 춘천시 남산면 서천리 616-5,2026-03-11
4211040027105270000,강원도 춘천시 남산면 강촌리 527,2026-03-11
4211040028103220005,강원도 춘천시 남산면 서천리 322-5,2026-03-11
4211040027105970002,강원도 춘천시 남산면 강촌리 597-2,2026-03-11
4211040027105910006,강원도 춘천시 남산면 강촌리 591-6,2026-03-11
4213035021115200012,강원도 원주시 부론면 법천리 1520-12,2026-03-11
4136036025106300002,경기도 남양주시 조안면 삼봉리 630-2,2026-03-11
4136036024109010000,경기도 남양주시 조안면 송촌리 901,2026-03-11
4136025625106300029,경기도 남양주시 화도읍 금남리 630-29,2026-03-11
4136036022101290000,경기도 남양주시 조안면 조안리 129,2026-03-11
4136025625106300032,경기도 남양주시 화도읍 금남리 630-32,2026-03-11
4136036025106300005,경기도 남양주시 조안면 삼봉리 630-5,2026-03-11
4136036025106300001,경기도 남양주시 조안면 삼봉리 630-1,2026-03-11
4146125024100920000,경기도 용인시 처인구 포곡읍 영문리 92,2026-03-11
4146125024100810001,경기도 용인시 처인구 포곡읍 영문리 81-1,2026-03-11
4146125024100800000,경기도 용인시 처인구 포곡읍 영문리 80,2026-03-11
4146125324100030005,경기도 용인시 처인구 모현읍 일산리 3-5,2026-03-11
4146110900103520006,경기도 용인시 처인구 호동 352-6,2026-03-11
4146110800104400000,경기도 용인시 처인구 운학동 440,2026-03-11
4146110800104390001,경기도 용인시 처인구 운학동 439-1,2026-03-11
4146110800106110000,경기도 용인시 처인구 운학동 611,2026-03-11
4146110900101270001,경기도 용인시 처인구 호동 127-1,2026-03-11
4146111000102710002,경기도 용인시 처인구 해곡동 271-2,2026-03-11
4146111000102760000,경기도 용인시 처인구 해곡동 276,2026-03-11
4146111000102750000,경기도 용인시 처인구 해곡동 275,2026-03-11
4146125024100930000,경기도 용인시 처인구 포곡읍 영문리 93,2026-03-11
4146110900200610000,경기도 용인시 처인구 호동 산61,2026-03-11
4146110800104110002,경기도 용인시 처인구 운학동 411-2,2026-03-11
4146110800104110007,경기도 용인시 처인구 운학동 411-7,2026-03-11
4146110900103520007,경기도 용인시 처인구 호동 352-7,2026-03-11
4146110900103520001,경기도 용인시 처인구 호동 352-1,2026-03-11
4146111000102830002,경기도 용인시 처인구 해곡동 283-2,2026-03-11
4146110800104310005,경기도 용인시 처인구 운학동 431-5,2026-03-11
4146110800104320001,경기도 용인시 처인구 운학동 432-1,2026-03-11
4161011800101700000,경기도 광주시 추자동 170,2026-03-11
4161011800102470000,경기도 광주시 오포읍 추자리 247,2026-03-11
4161025329100050001,경기도 광주시 초월읍 지월리 5-1,2026-03-11
4161025329100060000,경기도 광주시 초월읍 지월리 6,2026-03-11
4161025329100060001,경기도 광주시 초월읍 지월리 6-1,2026-03-11
4161025329100060002,경기도 광주시 초월읍 지월리 6-2,2026-03-11
4161025329100070000,경기도 광주시 초월읍 지월리 7,2026-03-11
4161025329100020001,경기도 광주시 초월읍 지월리 2-1,2026-03-11
4161025329100070001,경기도 광주시 초월읍 지월리 7-1,2026-03-11
4161025329100040000,경기도 광주시 초월읍 지월리 4,2026-03-11
4161025329100040001,경기도 광주시 초월읍 지월리 4-1,2026-03-11
4161025329100070002,경기도 광주시 초월읍 지월리 7-2,2026-03-11
4161025329100050000,경기도 광주시 초월읍 지월리 5,2026-03-11
4161025329100080000,경기도 광주시 초월읍 지월리 8,2026-03-11
4161034021101680010,경기도 광주시 퇴촌면 광동리 168-10,2026-03-11
4161034021101680002,경기도 광주시 퇴촌면 광동리 168-2,2026-03-11
4161035025101530000,경기도 광주시 남종면 귀여리 153,2026-03-11
4161035025106110002,경기도 광주시 남종면 귀여리 611-2,2026-03-11
4161034029200650000,경기도 광주시 퇴촌면 원당리 산65,2026-03-11
4161035022100960001,경기도 광주시 남종면 금사리 96-1,2026-03-11
4161035022100960002,경기도 광주시 남종면 금사리 96-2,2026-03-11
4161011800102580000,경기도 광주시 추자동 258,2026-03-11
4161011800101650003,경기도 광주시 오포읍 추자리 165-3,2026-03-11
4161035024101400000,경기도 광주시 남종면 삼성리 140,2026-03-11
4161034021101680006,경기도 광주시 퇴촌면 광동리 168-6,2026-03-11
4167010400101110005,경기도 여주시 우만동 111-5,2026-03-11
4167031032100100001,경기도 여주시 점동면 삼합리 10-1,2026-03-11
4167035022102800002,경기도 여주시 대신면 당산리 280-2,2026-03-11
4167035022102800000,경기도 여주시 대신면 당산리 280,2026-03-11
4167035022102800001,경기도 여주시 대신면 당산리 280-1,2026-03-11
4167035022102800004,경기도 여주시 대신면 당산리 280-4,2026-03-11
4167035022102760005,경기도 여주시 대신면 당산리 276-5,2026-03-11
4167035022102800010,경기도 여주시 대신면 당산리 280-10,2026-03-11
4167035022102800005,경기도 여주시 대신면 당산리 280-5,2026-03-11
4182032524102890005,경기도 가평군 청평면 대성리 289-5,2026-03-11
4167035022102800003,경기도 여주시 대신면 당산리 280-3,2026-03-11
4167035022101100140,경기도 여주시 대신면 당산리 110-140,2026-03-11
4167035022102800006,경기도 여주시 대신면 당산리 280-6,2026-03-11
4167035022102800008,경기도 여주시 대신면 당산리 280-8,2026-03-11
4167035022103670008,경기도 여주시 대신면 당산리 367-8,2026-03-11
4167032021103420001,경기도 여주시 흥천면 복대리 342-1,2026-03-11
4167032022101590000,경기도 여주시 흥천면 계신리 159,2026-03-11
4167032022101780000,경기도 여주시 흥천면 계신리 178,2026-03-11
4167032022101600001,경기도 여주시 흥천면 계신리 160-1,2026-03-11
4167035022100960002,경기도 여주시 대신면 당산리 96-2,2026-03-11
4167032022101090003,경기도 여주시 흥천면 계신리 109-3,2026-03-11
4167032021103420000,경기도 여주시 흥천면 복대리 342,2026-03-11
4167032022102590000,경기도 여주시 흥천면 계신리 259,2026-03-11
4167032022102580000,경기도 여주시 흥천면 계신리 258,2026-03-11
4167032022102210000,경기도 여주시 흥천면 계신리 221,2026-03-11
4167033026103530000,경기도 여주시 금사면 전북리 353,2026-03-11
4167035022102760055,경기도 여주시 대신면 당산리 276-55,2026-03-11
4167035039102990002,경기도 여주시 대신면 양촌리 299-2,2026-03-11
4167035034102720004,경기도 여주시 대신면 천서리 272-4,2026-03-11
4167033026102970014,경기도 여주시 금사면 전북리 297-14,2026-03-11
4167035022102800009,경기도 여주시 대신면 당산리 280-9,2026-03-11
4167010500100730025,경기도 여주시 단현동 73-25,2026-03-11
4167032022103120002,경기도 여주시 흥천면 계신리 312-2,2026-03-11
4167033030100470005,경기도 여주시 금사면 금사리 47-5,2026-03-11
4167035022102800011,경기도 여주시 대신면 당산리 280-11,2026-03-11
4167033026102980001,경기도 여주시 금사면 전북리 298-1,2026-03-11
4167010400101120000,경기도 여주시 우만동 112,2026-03-11
4167010400101140000,경기도 여주시 우만동 114,2026-03-11
4167010400101150000,경기도 여주시 우만동 115,2026-03-11
4167035022102760004,경기도 여주시 대신면 당산리 276-4,2026-03-11
4167035022100730001,경기도 여주시 대신면 당산리 73-1,2026-03-11
4182032527102600061,경기도 가평군 청평면 삼회리 260-61,2026-03-11
4182032527102600022,경기도 가평군 청평면 삼회리 260-22,2026-03-11
4182032527104700029,경기도 가평군 청평면 삼회리 470-29,2026-03-11
4182032527104700018,경기도 가평군 청평면 삼회리 470-18,2026-03-11
4182032524103210120,경기도 가평군 청평면 대성리 321-120,2026-03-11
4182032524103210119,경기도 가평군 청평면 대성리 321-119,2026-03-11
4182032524103210117,경기도 가평군 청평면 대성리 321-117,2026-03-11
4182032524103210079,경기도 가평군 청평면 대성리 321-79,2026-03-11
4182032524103210071,경기도 가평군 청평면 대성리 321-71,2026-03-11
4182032525201150000,경기도 가평군 청평면 호명리 산115,2026-03-11
4182032525201220002,경기도 가평군 청평면 호명리 산122-2,2026-03-11
4182032526103030000,경기도 가평군 청평면 고성리 303,2026-03-11
4182032526105780018,경기도 가평군 청평면 고성리 578-18,2026-03-11
4182032524103210078,경기도 가평군 청평면 대성리 321-78,2026-03-11
4182032526103630000,경기도 가평군 청평면 고성리 363,2026-03-11
4182032526105780017,경기도 가평군 청평면 고성리 578-17,2026-03-11
4182032527102600085,경기도 가평군 청평면 삼회리 260-85,2026-03-11
4182025034100560007,경기도 가평군 가평읍 금대리 56-7,2026-03-11
4182025033100800008,경기도 가평군 가평읍 복장리 80-8,2026-03-11
4182025034102850000,경기도 가평군 가평읍 금대리 285,2026-03-11
4182025034102850001,경기도 가평군 가평읍 금대리 285-1,2026-03-11
4182025034102850010,경기도 가평군 가평읍 금대리 285-10,2026-03-11
4182025034102850012,경기도 가평군 가평읍 금대리 285-12,2026-03-11
4182025034102850013,경기도 가평군 가평읍 금대리 285-13,2026-03-11
4182025034102850015,경기도 가평군 가평읍 금대리 285-15,2026-03-11
4182025034102850016,경기도 가평군 가평읍 금대리 285-16,2026-03-11
4182025034102520001,경기도 가평군 가평읍 금대리 252-1,2026-03-11
4182025034102520002,경기도 가평군 가평읍 금대리 252-2,2026-03-11
4182025034102520003,경기도 가평군 가평읍 금대리 252-3,2026-03-11
4182025034102850009,경기도 가평군 가평읍 금대리 285-9,2026-03-11
4182025034102850011,경기도 가평군 가평읍 금대리 285-11,2026-03-11
4182025034102850014,경기도 가평군 가평읍 금대리 285-14,2026-03-11
4182025034101810000,경기도 가평군 가평읍 금대리 181,2026-03-11
4182025034101740000,경기도 가평군 가평읍 금대리 174,2026-03-11
4182025034101760000,경기도 가평군 가평읍 금대리 176,2026-03-11
4182025034100550091,경기도 가평군 가평읍 금대리 55-91,2026-03-11
4182025034100550076,경기도 가평군 가평읍 금대리 55-76,2026-03-11
4182025034100550025,경기도 가평군 가평읍 금대리 55-25,2026-03-11
4182025034100550084,경기도 가평군 가평읍 금대리 55-84,2026-03-11
4182025034101040008,경기도 가평군 가평읍 금대리 104-8,2026-03-11
4182025034101050000,경기도 가평군 가평읍 금대리 105,2026-03-11
4182025034100550048,경기도 가평군 가평읍 금대리 55-48,2026-03-11
4182025034101730000,경기도 가평군 가평읍 금대리 173,2026-03-11
4182025034101770000,경기도 가평군 가평읍 금대리 177,2026-03-11
4182025034101010002,경기도 가평군 가평읍 금대리 101-2,2026-03-11
4182025034101010001,경기도 가평군 가평읍 금대리 101-1,2026-03-11
4182025034101010003,경기도 가평군 가평읍 금대리 101-3,2026-03-11
4182025034101040002,경기도 가평군 가평읍 금대리 104-2,2026-03-11
4182032527104700031,경기도 가평군 청평면 삼회리 470-31,2026-03-11
4182032527104700010,경기도 가평군 청평면 삼회리 470-10,2026-03-11
4182032527200390001,경기도 가평군 청평면 삼회리 산39-1,2026-03-11
4182025034100560011,경기도 가평군 가평읍 금대리 56-11,2026-03-11
4182025034101040001,경기도 가평군 가평읍 금대리 104-1,2026-03-11
4183025031200880003,경기도 양평군 양평읍 회현리 산88-3,2026-03-11
4183034024105110001,경기도 양평군 옥천면 아신리 511-1,2026-03-11
4183041033103320001,경기도 양평군 개군면 상자포리 332-1,2026-03-11
4183041021101080000,경기도 양평군 개군면 하자포리 108,2026-03-11
4183041033103320000,경기도 양평군 개군면 상자포리 332,2026-03-11
4183041033102600002,경기도 양평군 개군면 상자포리 260-2,2026-03-11
4183033022101450000,경기도 양평군 양서면 용담리 145,2026-03-11
4183025031104930010,경기도 양평군 양평읍 회현리 493-10,2026-03-11
4183025031102840000,경기도 양평군 양평읍 회현리 284,2026-03-11
4183035021105840012,경기도 양평군 서종면 문호리 584-12,2026-03-11
4183035028107570000,경기도 양평군 서종면 수입리 757,2026-03-11
4183031021100070004,경기도 양평군 강상면 병산리 7-4,2026-03-11
4183034024108490001,경기도 양평군 옥천면 아신리 849-1,2026-03-11
4183035021105920087,경기도 양평군 서종면 문호리 592-87,2026-03-11
4183035021105840011,경기도 양평군 서종면 문호리 584-11,2026-03-11
4183035021105840018,경기도 양평군 서종면 문호리 584-18,2026-03-11
4183033023106210004,경기도 양평군 양서면 부용리 621-4,2026-03-11
4183035021105840013,경기도 양평군 서종면 문호리 584-13,2026-03-11
4183033021101530002,경기도 양평군 양서면 양수리 153-2,2026-03-11
4183031021100120001,경기도 양평군 강상면 병산리 12-1,2026-03-11
4183041033103560005,경기도 양평군 개군면 상자포리 356-5,2026-03-11
4183033029100940002,경기도 양평군 양서면 복포리 94-2,2026-03-11
4183033029100930006,경기도 양평군 양서면 복포리 93-6,2026-03-11
4183033027102650001,경기도 양평군 양서면 대심리 265-1,2026-03-11
4183032026104760008,경기도 양평군 강하면 전수리 476-8,2026-03-11
4183041033102600003,경기도 양평군 개군면 상자포리 260-3,2026-03-11
4183025031106100120,경기도 양평군 양평읍 회현리 610-120,2026-03-11
4183025031102980002,경기도 양평군 양평읍 회현리 298-2,2026-03-11
4183025031103420000,경기도 양평군 양평읍 회현리 342,2026-03-11
4183041022100270004,경기도 양평군 개군면 구미리 27-4,2026-03-11
4183041022100270005,경기도 양평군 개군면 구미리 27-5,2026-03-11
4183025031105750004,경기도 양평군 양평읍 회현리 575-4,2026-03-11
4183025031102980001,경기도 양평군 양평읍 회현리 298-1,2026-03-11
4183025031102900000,경기도 양평군 양평읍 회현리 290,2026-03-11
4183041033102490010,경기도 양평군 개군면 상자포리 249-10,2026-03-11
4183031021102440035,경기도 양평군 강상면 병산리 244-35,2026-03-11
4183031023102040002,경기도 양평군 강상면 교평리 204-2,2026-03-11
4183031021100070006,경기도 양평군 강상면 병산리 7-6,2026-03-11
4183031021100120002,경기도 양평군 강상면 병산리 12-2,2026-03-11
4183031021100070001,경기도 양평군 강상면 병산리 7-1,2026-03-11
4183041033102890002,경기도 양평군 개군면 상자포리 289-2,2026-03-11
4183041021101430001,경기도 양평군 개군면 하자포리 143-1,2026-03-11
4183035021105840019,경기도 양평군 서종면 문호리 584-19,2026-03-11
4183035021105840020,경기도 양평군 서종면 문호리 584-20,2026-03-11
4183031026100050007,경기도 양평군 강상면 세월리 5-7,2026-03-11
4183031021102440008,경기도 양평군 강상면 병산리 244-8,2026-03-11
4183031023101870000,경기도 양평군 강상면 교평리 187,2026-03-11
4183025031102980004,경기도 양평군 양평읍 회현리 298-4,2026-03-11
4183025031102980003,경기도 양평군 양평읍 회현리 298-3,2026-03-11
4183033027100510035,경기도 양평군 양서면 대심리 51-35,2026-03-11
4183025031104930028,경기도 양평군 양평읍 회현리 493-28,2026-03-11
4313043023103090007,충북 충주시 소태면 덕은리 309-7,2026-03-11
4313043023103090016,충북 충주시 소태면 덕은리 309-16,2026-03-11
4313043023103090017,충북 충주시 소태면 덕은리 309-17,2026-03-11
4313043023103090018,충북 충주시 소태면 덕은리 309-18,2026-03-11
4313043023103090019,충북 충주시 소태면 덕은리 309-19,2026-03-11
4136036023100060002,경기도 남양주시 조안면 진중리 6-2,2026-03-11
4136036022104170000,경기도 남양주시 조안면 조안리 417,2026-03-11
4136036022104170001,경기도 남양주시 조안면 조안리 417-1,2026-03-11
4136036022103800000,경기도 남양주시 조안면 조안리 380,2026-03-11
4136036021102640000,경기도 남양주시 조안면 능내리 264,2026-03-11
4146110900200730000,경기도 용인시 처인구 호동 산73,2026-03-11
4146125023103500002,경기도 용인시 처인구 포곡읍 둔전리 350-2,2026-03-11
4146125324103860001,경기도 용인시 처인구 모현읍 일산리 386-1,2026-03-11
4146110900200890001,경기도 용인시 처인구 호동 산89-1,2026-03-11
4146110800104110004,경기도 용인시 처인구 운학동 411-4,2026-03-11
4146110800104080000,경기도 용인시 처인구 운학동 408,2026-03-11
4161025330106300012,경기도 광주시 초월읍 무갑리 630-12,2026-03-11
4161034021103540001,경기도 광주시 퇴촌면 광동리 354-1,2026-03-11
4161034021103420000,경기도 광주시 퇴촌면 광동리 342,2026-03-11
4161034028101050000,경기도 광주시 퇴촌면 무수리 105,2026-03-11
4161034028101040002,경기도 광주시 퇴촌면 무수리 104-2,2026-03-11
4161034028101150000,경기도 광주시 퇴촌면 무수리 115,2026-03-11
4161034028101150001,경기도 광주시 퇴촌면 무수리 115-1,2026-03-11
4161035022101730000,경기도 광주시 남종면 금사리 173,2026-03-11
4161025330106300013,경기도 광주시 초월읍 무갑리 630-13,2026-03-11
4161025330106300028,경기도 광주시 초월읍 무갑리 630-28,2026-03-11
4161025330106300034,경기도 광주시 초월읍 무갑리 630-34,2026-03-11
4161034021103600001,경기도 광주시 퇴촌면 광동리 360-1,2026-03-11
4161034028101060001,경기도 광주시 퇴촌면 무수리 106-1,2026-03-11
4161034028101060009,경기도 광주시 퇴촌면 무수리 106-9,2026-03-11
4161034028101060002,경기도 광주시 퇴촌면 무수리 106-2,2026-03-11
4167033030100850005,경기도 여주시 금사면 금사리 85-5,2026-03-11
4167033030100850004,경기도 여주시 금사면 금사리 85-4,2026-03-11
4167033030100850003,경기도 여주시 금사면 금사리 85-3,2026-03-11
4167033030100850002,경기도 여주시 금사면 금사리 85-2,2026-03-11
4167033030100850001,경기도 여주시 금사면 금사리 85-1,2026-03-11
4167033030100850000,경기도 여주시 금사면 금사리 85,2026-03-11
4167033030100830000,경기도 여주시 금사면 금사리 83,2026-03-11
4167033030100820004,경기도 여주시 금사면 금사리 82-4,2026-03-11
4167033030100820003,경기도 여주시 금사면 금사리 82-3,2026-03-11
4167033030100820002,경기도 여주시 금사면 금사리 82-2,2026-03-11
4167035022100390008,경기도 여주시 대신면 당산리 39-8,2026-03-11
4167035022100390010,경기도 여주시 대신면 당산리 39-10,2026-03-11
4167035039103370001,경기도 여주시 대신면 양촌리 337-1,2026-03-11
4182032524100650014,경기도 가평군 청평면 대성리 65-14,2026-03-11
4182032524102880005,경기도 가평군 청평면 대성리 288-5,2026-03-11
4182032524102880001,경기도 가평군 청평면 대성리 288-1,2026-03-11
4182032524102880002,경기도 가평군 청평면 대성리 288-2,2026-03-11
4182032524102900001,경기도 가평군 청평면 대성리 290-1,2026-03-11
4182032524102900002,경기도 가평군 청평면 대성리 290-2,2026-03-11
4182032524102890002,경기도 가평군 청평면 대성리 289-2,2026-03-11
4182032524102880006,경기도 가평군 청평면 대성리 288-6,2026-03-11
4182032524102880007,경기도 가평군 청평면 대성리 288-7,2026-03-11
4182032524102880000,경기도 가평군 청평면 대성리 288,2026-03-11
4182032524102880003,경기도 가평군 청평면 대성리 288-3,2026-03-11
4182032524102890001,경기도 가평군 청평면 대성리 289-1,2026-03-11
4182032524100650011,경기도 가평군 청평면 대성리 65-11,2026-03-11
4182032526102000001,경기도 가평군 청평면 고성리 200-1,2026-03-11
4182032524102880004,경기도 가평군 청평면 대성리 288-4,2026-03-11
4182032524102890004,경기도 가평군 청평면 대성리 289-4,2026-03-11
4182032524102890006,경기도 가평군 청평면 대성리 289-6,2026-03-11
4182032526105030010,경기도 가평군 청평면 고성리 503-10,2026-03-11
4182025033100800017,경기도 가평군 가평읍 복장리 80-17,2026-03-11
4182025033100800067,경기도 가평군 가평읍 복장리 80-67,2026-03-11
4182025033100800086,경기도 가평군 가평읍 복장리 80-86,2026-03-11
4182025034101300003,경기도 가평군 가평읍 금대리 130-3,2026-03-11
4182025033105300000,경기도 가평군 가평읍 복장리 530,2026-03-11
4182025034100220005,경기도 가평군 가평읍 금대리 22-5,2026-03-11
4182025033104410000,경기도 가평군 가평읍 복장리 441,2026-03-11
4182025033104460001,경기도 가평군 가평읍 복장리 446-1,2026-03-11
4182025034100230011,경기도 가평군 가평읍 금대리 23-11,2026-03-11
4182025034100230006,경기도 가평군 가평읍 금대리 23-6,2026-03-11
4182025034100560009,경기도 가평군 가평읍 금대리 56-9,2026-03-11
4182025034100550019,경기도 가평군 가평읍 금대리 55-19,2026-03-11
4182025034100550016,경기도 가평군 가평읍 금대리 55-16,2026-03-11
4182025034101390011,경기도 가평군 가평읍 금대리 139-11,2026-03-11
4182025033104460005,경기도 가평군 가평읍 복장리 446-5,2026-03-11
4182025034100460010,경기도 가평군 가평읍 금대리 46-10,2026-03-11
4182025034100460011,경기도 가평군 가평읍 금대리 46-11,2026-03-11
4182025034100230008,경기도 가평군 가평읍 금대리 23-8,2026-03-11
4182025034100550017,경기도 가평군 가평읍 금대리 55-17,2026-03-11
4182025034100230010,경기도 가평군 가평읍 금대리 23-10,2026-03-11
4182025034100460013,경기도 가평군 가평읍 금대리 46-13,2026-03-11
4182025034100230013,경기도 가평군 가평읍 금대리 23-13,2026-03-11
4182025034100460014,경기도 가평군 가평읍 금대리 46-14,2026-03-11
4182025034100550153,경기도 가평군 가평읍 금대리 55-153,2026-03-11
4182032524100650012,경기도 가평군 청평면 대성리 65-12,2026-03-11
4182032524100650013,경기도 가평군 청평면 대성리 65-13,2026-03-11
4182025034100230003,경기도 가평군 가평읍 금대리 23-3,2026-03-11
5111040028105800003,강원도 춘천시 남산면 서천리 580-3,2026-03-11
4182025034100220002,경기도 가평군 가평읍 금대리 22-2,2026-03-11
4183025022102100046,경기도 양평군 양평읍 오빈리 210-46,2026-03-11
4183041021101150000,경기도 양평군 개군면 하자포리 115,2026-03-11
4183031026100060017,경기도 양평군 강상면 세월리 6-17,2026-03-11
4183031026100060021,경기도 양평군 강상면 세월리 6-21,2026-03-11
4183031026100060030,경기도 양평군 강상면 세월리 6-30,2026-03-11
4313039021101050005,충청북도 충주시 금가면 하담리 105-5,2026-03-11
4313039021100900006,충청북도 충주시 금가면 하담리 90-6,2026-03-11
4313039021101050002,충청북도 충주시 금가면 하담리 105-2,2026-03-11
4313039021101050004,충청북도 충주시 금가면 하담리 105-4,2026-03-11
